Coalition,Date,Region or State,Adult ICU Empty ,Adult ICU Full,Adult Intensive Care Unit Staffed Bed Capacity,at_admission_confirmed_covid19_patients_in_24_hrs,at_admission_suspected_covid19_patients_in_24_hrs,ED COVID Visits Previous Day,ED Total Visits Previous Day,full_adult_icu_covid19_positive_patients,Hospitalized and Ventilated COVID Inpatient Count,ICU Licensed Beds,Inpatient Empty Beds (all types),Inpatient Full (all bed types),Licensed Inpatient Beds,Number of COVID-19 Positive Patients In Hospital,Parent Name,TOTAL Staffed Inpatient Capacity (all bed types),Ventilator available,Ventilator used (not specific to COVID-19)
MHPC,4/18/2021,State,103,354,457,39,20,304,2427,64,27,687,1176,3646,4815,312,18,4822,654,208
MHPC,10/10/2020,State,77,350,427,39,102,459,2365,67,29,687,1192,3480,4815,226,18,4672,578,240
MHPC,10/24/2020,State,82,347,429,39,89,478,2308,82,54,687,1143,3499,4815,284,18,4642,566,263
MHPC,11/2/2020,State,76,351,427,40,102,405,2160,74,51,687,1186,3476,4815,280,18,4662,577,248
MHPC,2/18/2021,State,97,370,467,40,39,327,2157,94,52,687,1178,3609,4815,409,18,4787,671,241
MHPC,11/6/2020,State,59,372,431,40,123,510,2302,82,55,687,931,3718,4815,289,18,4649,566,258
MHPC,4/20/2021,State,73,376,449,41,22,318,2836,69,21,687,946,3837,4815,312,18,4783,653,209
MHPC,2/17/2021,State,99,368,467,41,45,302,2166,94,56,687,1093,3675,4815,408,18,4768,672,242
MHPC,11/12/2020,State,77,352,429,43,117,512,2392,84,50,687,1104,3532,4815,339,18,4636,560,261
MHPC,2/15/2021,State,104,363,467,43,23,284,1873,104,60,687,1299,3466,4815,433,18,4765,644,264
MHPC,11/25/2020,State,87,340,427,43,82,532,2140,111,61,687,1279,3371,4815,416,18,4650,591,262
MHPC,2/13/2021,State,120,344,464,43,45,285,1962,111,63,687,1370,3339,4815,440,18,4709,631,264
MHPC,2/23/2021,State,107,359,466,45,31,323,2343,84,47,687,1229,3554,4815,357,18,4783,674,242
MHPC,2/24/2021,State,97,369,466,45,44,321,2394,82,47,687,1209,3566,4815,348,18,4775,660,252
MHPC,11/15/2020,State,97,330,427,45,115,476,2174,84,50,687,1250,3388,4815,336,18,4638,552,267
MHPC,2/14/2021,State,120,347,467,45,34,313,1881,108,59,687,1443,3332,4815,445,18,4775,641,267
MHPC,4/15/2021,State,88,369,457,46,28,367,2691,64,23,687,1007,3818,4815,292,18,4825,649,212
MHPC,2/11/2021,State,95,365,460,46,51,425,2256,125,85,687,1078,3706,4815,497,18,4784,625,289
MHPC,11/23/2020,State,34,393,427,47,56,476,2141,97,55,687,596,4038,4815,425,18,4634,566,257
MHPC,11/9/2020,State,64,363,427,47,99,381,2169,82,58,687,1009,3641,4815,319,18,4650,575,249
MHPC,4/19/2021,State,105,352,457,48,18,317,2421,68,24,687,1124,3688,4815,323,18,4812,654,208
MHPC,11/19/2020,State,67,360,427,48,109,592,2272,104,49,687,1056,3588,4815,383,18,4644,575,246
MHPC,11/21/2020,State,73,354,427,48,94,474,2200,93,50,687,1185,3457,4815,389,18,4642,579,245
MHPC,2/16/2021,State,96,372,468,48,38,324,2246,101,56,687,1172,3605,4815,435,18,4777,664,250
MHPC,11/27/2020,State,99,328,427,48,42,393,1814,114,66,687,1305,3342,4815,458,18,4647,632,265
MHPC,11/18/2020,State,71,358,429,50,135,585,2004,94,56,687,1045,3591,4815,371,18,4636,581,243
MHPC,2/12/2021,State,82,386,468,50,47,372,2180,123,72,687,984,3803,4815,500,18,4787,625,282
MHPC,2/8/2021,State,79,391,470,50,24,327,1914,136,85,687,1260,3525,4815,539,18,4785,622,291
MHPC,11/28/2020,State,95,333,428,51,92,486,2464,106,62,687,1307,3340,4815,471,18,4647,635,252
MHPC,11/22/2020,State,86,341,427,52,79,447,2104,99,47,687,1350,3292,4815,410,18,4642,582,242
MHPC,12/19/2020,State,62,394,456,52,76,600,2160,163,96,687,1195,3600,4815,676,18,4795,586,274
MHPC,12/10/2020,State,47,388,435,53,124,626,2364,130,67,687,784,3943,4815,585,18,4727,582,274
MHPC,1/29/2021,State,74,393,467,54,60,478,2184,167,126,687,1138,3662,4815,666,18,4800,584,326
MHPC,12/26/2020,State,75,381,456,55,39,451,1827,180,101,687,1497,3262,4815,762,18,4759,588,282
MHPC,1/28/2021,State,64,402,466,55,57,545,2244,163,124,687,1036,3765,4815,725,18,4801,593,319
MHPC,2/10/2021,State,74,392,466,56,58,434,2348,125,83,687,1100,3668,4815,504,18,4768,619,294
MHPC,12/7/2020,State,65,369,434,58,103,482,550,134,68,687,974,3676,4815,579,18,4650,581,276
MHPC,11/29/2020,State,30,397,427,59,73,457,2233,96,55,687,647,4000,4815,485,18,4647,628,252
MHPC,11/26/2020,State,96,331,427,59,87,426,2148,108,63,687,1302,3344,4815,438,18,4646,588,265
MHPC,12/3/2020,State,48,379,427,59,117,524,2179,110,67,687,862,3789,4815,512,18,4651,578,279
MHPC,12/9/2020,State,51,384,435,59,125,597,2250,123,67,687,836,3844,4815,584,18,4680,591,264
MHPC,12/8/2020,State,53,382,435,59,135,557,2547,129,68,687,854,3795,4815,589,18,4649,578,280
MHPC,2/1/2021,State,73,395,468,61,36,472,1975,155,106,687,1266,3506,4815,637,18,4772,597,313
MHPC,12/12/2020,State,59,380,439,64,91,703,2256,143,69,687,1116,3650,4815,590,18,4766,603,259
MHPC,12/5/2020,State,54,375,429,65,117,575,2319,113,64,687,895,3757,4815,547,18,4652,574,283
MHPC,12/20/2020,State,72,384,456,67,54,571,2016,167,101,687,1198,3599,4815,693,18,4797,574,286
MHPC,12/14/2020,State,72,363,435,68,90,729,2126,149,74,687,1049,3706,4815,657,18,4755,593,268
MHPC,2/6/2021,State,81,390,471,68,47,454,2190,142,89,687,1210,3583,4815,563,18,4793,625,288
MHPC,1/30/2021,State,83,384,467,69,53,439,2109,165,118,687,1230,3552,4815,669,18,4782,587,322
MHPC,1/18/2021,State,54,401,455,73,47,557,2043,213,133,687,1068,3730,4815,961,18,4798,572,332
MHPC,12/16/2020,State,66,390,456,75,94,700,2250,154,85,687,999,3794,4815,676,18,4793,574,285
MHPC,12/25/2020,State,73,383,456,79,49,398,2002,189,103,687,1402,3357,4815,779,18,4759,577,293
MHPC,2/3/2021,State,70,397,467,79,49,453,2285,151,109,687,1130,3661,4815,629,18,4791,621,293
MHPC,12/17/2020,State,64,392,456,81,89,654,2133,155,85,687,1036,3761,4815,701,18,4797,577,285
MHPC,1/21/2021,State,75,388,463,81,63,553,2244,168,137,687,1035,3771,4815,890,18,4806,576,330
MHPC,12/23/2020,State,53,405,458,83,43,485,2293,195,105,687,1136,3633,4815,785,18,4769,563,298
MHPC,1/22/2021,State,61,402,463,83,56,504,2236,178,132,687,920,3891,4815,851,18,4811,555,354
MHPC,1/25/2021,State,64,398,462,83,41,419,2066,178,137,687,1118,3673,4815,852,18,4791,549,362
MHPC,12/11/2020,State,63,376,439,84,96,775,2332,138,70,687,1061,3704,4815,581,18,4765,593,269
MHPC,1/27/2021,State,76,391,467,85,47,556,2252,167,134,687,1026,3763,4815,792,18,4789,574,338
MHPC,1/1/2021,State,59,399,458,86,76,754,2176,199,118,687,1115,3647,4815,871,18,4762,551,311
MHPC,12/18/2020,State,67,389,456,87,70,644,2181,164,88,687,1128,3667,4815,695,18,4795,590,272
MHPC,1/26/2021,State,65,396,461,87,52,549,2317,173,129,687,1078,3704,4815,806,18,4782,566,347
MHPC,12/31/2020,State,47,411,458,90,80,708,2381,193,113,687,1084,3689,4815,872,18,4773,557,305
MHPC,1/23/2021,State,63,402,465,90,59,489,2136,175,129,687,1150,3648,4815,813,18,4798,557,356
MHPC,1/17/2021,State,62,394,456,91,57,531,2058,231,148,687,1151,3643,4815,993,18,4794,562,345
MHPC,12/28/2020,State,50,406,456,92,28,596,2349,191,116,687,1216,3542,4815,818,18,4758,555,315
MHPC,1/4/2021,State,50,406,456,92,76,800,2421,203,132,687,1113,3665,4815,974,18,4778,524,329
MHPC,12/27/2020,State,67,389,456,95,64,576,2418,181,109,687,1382,3375,4815,793,18,4757,572,298
MHPC,12/21/2020,State,63,396,459,96,68,459,2081,176,100,687,1036,3763,4815,752,18,4799,575,289
MHPC,12/30/2020,State,45,412,457,96,66,690,2541,193,121,687,1030,3727,4815,863,18,4757,557,305
MHPC,12/24/2020,State,56,400,456,98,68,541,2266,193,106,687,1344,3411,4815,774,18,4755,584,286
MHPC,1/8/2021,State,53,402,455,99,48,695,2236,215,126,687,1108,3660,4815,983,18,4768,543,316
MHPC,1/16/2021,State,55,403,458,99,58,575,2162,229,144,687,1193,3605,4815,965,18,4798,580,329
MHPC,1/3/2021,State,62,396,458,104,57,741,2507,206,131,687,1159,3616,4815,949,18,4775,527,333
MHPC,1/10/2021,State,58,397,455,105,57,615,2182,208,137,687,1096,3671,4815,996,18,4767,555,311
MHPC,1/14/2021,State,42,412,454,107,77,635,2342,229,145,687,1026,3765,4815,1040,18,4791,570,342
MHPC,1/13/2021,State,47,407,454,107,70,644,2351,223,150,687,981,3802,4815,1044,18,4783,568,335
MHPC,1/9/2021,State,45,412,457,112,64,613,2072,217,137,687,1122,3647,4815,966,18,4769,541,324
MHPC,12/22/2020,State,56,404,460,115,72,622,2515,180,99,687,1061,3726,4815,764,18,4787,554,307
MHPC,1/2/2021,State,64,394,458,116,59,701,2315,204,127,687,1168,3611,4815,936,18,4779,519,303
MHPC,1/12/2021,State,49,407,456,118,73,698,2474,226,137,687,1061,3731,4815,1045,18,4792,584,324
MHPC,1/5/2021,State,33,422,455,123,98,830,2823,211,122,687,971,3798,4815,1007,18,4769,520,334
THPC,4/11/2020,State,155,259,414,,,,,,,926,1501,1529,6070,49,18,3030,323,105
THPC,4/12/2020,State,223,318,541,,,,,,,926,1546,2035,6070,66,18,3581,450,118
THPC,7/12/2020,State,153,421,574,18,45,,,67,,926,1027,2861,6070,231,18,3888,478,179
THPC,5/25/2020,State,149,365,514,,,,,,,926,1170,2656,6070,159,19,3826,493,145
THPC,4/25/2020,State,212,360,572,,,,,,,926,1623,2265,6070,50,19,3888,445,149
THPC,6/20/2020,State,137,418,555,17,135,,,76,,926,1119,3007,6070,215,19,4126,422,218
THPC,5/23/2020,State,181,395,576,,,,,,,926,1255,2806,6070,169,20,4061,454,187
THPC,5/24/2020,State,186,401,587,,,,,,,926,1408,2720,6070,168,20,4128,577,182
THPC,4/10/2020,State,207,270,477,,,,,,,926,1301,1942,6070,49,20,3243,371,103
THPC,4/15/2020,State,208,389,597,,,,,,,926,1596,2589,6070,73,20,4185,426,159
THPC,4/26/2020,State,235,373,608,,,,,,,926,1879,2331,6070,75,20,4210,471,147
THPC,4/6/2020,State,270,318,588,,,,,,,926,1981,2342,6070,62,20,4323,426,203
THPC,8/16/2020,State,160,391,551,27,12,,,79,,926,1344,3079,6070,235,20,4423,455,202
THPC,7/11/2020,State,134,430,564,29,62,,,66,,926,1299,3065,6070,252,20,4364,480,181
THPC,5/27/2020,State,123,453,576,,,,,,,926,1066,3207,6070,188,21,4273,536,186
THPC,4/7/2020,State,165,403,568,,,,,,,926,1597,2372,6070,70,21,3969,350,170
THPC,5/17/2020,State,179,409,588,,,,,,,926,1659,2564,6070,123,21,4223,581,197
THPC,5/30/2020,State,189,427,616,,,,,,,926,1235,3143,6070,170,21,4378,573,173
THPC,5/9/2020,State,207,394,601,,,,,,,926,1648,2564,6070,93,21,4212,582,174
THPC,4/16/2020,State,209,351,560,,,,,,,926,1694,2697,6070,69,21,4391,459,153
THPC,4/9/2020,State,213,352,565,,,,,,,926,1737,2566,6070,68,21,4303,376,181
THPC,5/1/2020,State,217,372,589,,,,,,,926,1707,2592,6070,76,21,4299,584,176
THPC,5/7/2020,State,229,382,611,,,,,,,926,1205,2920,6070,95,21,4125,601,166
THPC,4/17/2020,State,242,352,594,,,,,,,926,1395,2649,6070,68,21,4044,474,156
THPC,4/22/2020,State,262,310,572,,,,,,,926,1316,2653,6070,83,21,3969,466,165
THPC,5/3/2020,State,265,340,605,,,,,,,926,1566,2610,6070,87,21,4176,606,172
THPC,5/2/2020,State,268,365,633,,,,,,,926,1680,2642,6070,83,21,4322,598,169
THPC,6/6/2020,State,131,457,588,5,62,,,74,,926,1192,2815,6070,185,21,4007,469,162
THPC,6/3/2020,State,140,420,560,8,159,,,66,,926,1029,3032,6070,176,21,4061,475,161
THPC,6/14/2020,State,121,453,574,9,80,,,69,,926,1335,2730,6070,184,21,4065,455,211
THPC,6/28/2020,State,137,437,574,11,17,,,56,,926,1524,2884,6070,194,21,4408,474,186
THPC,6/21/2020,State,114,465,579,11,130,,,75,,926,1185,2846,6070,203,21,4031,446,206
THPC,6/13/2020,State,86,377,463,12,13,,,68,,926,1038,2321,6070,179,21,3359,420,151
THPC,7/16/2020,State,110,432,542,14,55,,,85,,926,1152,3197,6070,256,21,4349,470,199
THPC,8/13/2020,State,143,436,579,19,28,,,83,,926,1436,3415,6070,226,21,4851,462,220
THPC,7/26/2020,State,194,376,570,20,39,,,74,,926,1936,2881,6070,237,21,4817,475,193
THPC,6/4/2020,State,153,413,566,21,44,,,66,,926,1185,2916,6070,184,21,4101,431,208
THPC,8/6/2020,State,177,390,567,23,46,,,89,,926,1515,3258,6070,259,21,4773,464,201
THPC,7/25/2020,State,161,397,558,24,54,,,74,,926,1649,3099,6070,249,21,4748,428,202
THPC,8/15/2020,State,146,415,561,26,21,,,84,,926,1423,3247,6070,251,21,4670,443,228
THPC,8/8/2020,State,173,397,570,33,39,,,84,,926,1563,3108,6070,251,21,4671,444,196
THPC,8/23/2020,State,129,417,546,36,25,,,73,,926,1773,3291,6070,255,21,5064,476,244
THPC,5/28/2020,State,146,432,578,,,,,,,926,1182,3119,6070,194,22,4301,577,190
THPC,4/24/2020,State,147,296,443,,,,,,,926,1167,2204,6070,54,22,3371,365,132
THPC,5/21/2020,State,153,420,573,,,,,,,926,1293,3312,6070,160,22,4605,493,205
THPC,5/18/2020,State,156,414,570,,,,,,,926,1327,2960,6070,132,22,4287,604,188
THPC,5/20/2020,State,159,433,592,,,,,,,926,946,3313,6070,147,22,4259,581,202
THPC,5/26/2020,State,169,412,581,,,,,,,926,1405,2940,6070,187,22,4345,476,199
THPC,4/13/2020,State,176,280,456,,,,,,,926,1154,2021,6070,51,22,3175,356,124
THPC,6/1/2020,State,179,384,563,,,,,,,926,1357,3024,6070,212,22,4381,560,160
THPC,5/29/2020,State,192,402,594,,,,,,,926,1157,3319,6070,171,22,4476,536,170
THPC,5/14/2020,State,193,409,602,,,,,,,926,1579,2882,6070,111,22,4461,598,179
THPC,5/15/2020,State,196,398,594,,,,,,,926,1483,2843,6070,126,22,4326,588,184
THPC,5/11/2020,State,202,382,584,,,,,,,926,1449,2734,6070,104,22,4183,468,182
THPC,5/5/2020,State,209,381,590,,,,,,,926,1148,3107,6070,93,22,4255,645,129
THPC,4/30/2020,State,213,372,585,,,,,,,926,1614,2759,6070,85,22,4373,520,190
THPC,4/29/2020,State,217,362,579,,,,,,,926,1504,2737,6070,87,22,4241,532,176
THPC,5/6/2020,State,224,359,583,,,,,,,926,1175,3044,6070,90,22,4219,609,165
THPC,5/13/2020,State,231,408,639,,,,,,,926,1510,2834,6070,111,22,4344,511,180
THPC,4/14/2020,State,233,395,628,,,,,,,926,1845,2605,6070,74,22,4450,448,165
THPC,4/23/2020,State,241,331,572,,,,,,,926,1339,2785,6070,66,22,4124,488,148
THPC,5/12/2020,State,242,384,626,,,,,,,926,1335,2948,6070,112,22,4283,568,155
THPC,4/28/2020,State,242,348,590,,,,,,,926,1362,2846,6070,91,22,4208,509,168
THPC,4/27/2020,State,249,339,588,,,,,,,926,1676,2646,6070,88,22,4322,502,146
THPC,4/20/2020,State,267,316,583,,,,,,,926,1864,2571,6070,43,22,4435,476,157
THPC,6/17/2020,State,142,444,586,8,149,,,69,,926,1020,3128,6070,198,22,4148,468,211
THPC,6/15/2020,State,135,423,558,11,77,,,74,,926,1304,2763,6070,196,22,4067,445,213
THPC,6/8/2020,State,152,301,453,11,167,,,52,,926,1098,2481,6070,147,22,3579,422,146
THPC,7/6/2020,State,183,391,574,12,196,,,55,,926,1466,2996,6070,215,22,4462,493,192
THPC,7/3/2020,State,145,421,566,14,115,,,52,,926,1451,3088,6070,195,22,4539,466,202
THPC,6/30/2020,State,145,432,577,16,97,,,55,,926,1379,3156,6070,189,22,4535,478,208
THPC,7/7/2020,State,127,429,556,16,155,,,61,,926,1276,3176,6070,216,22,4452,498,183
THPC,7/15/2020,State,122,434,556,18,81,,,101,,926,1249,3164,6070,262,22,4413,480,189
THPC,7/19/2020,State,134,433,567,19,15,,,79,,926,1287,3049,6070,258,22,4336,475,205
THPC,7/9/2020,State,138,425,563,19,126,,,68,,926,1051,3217,6070,235,22,4268,490,188
THPC,6/27/2020,State,148,442,590,21,14,,,56,,926,1530,3062,6070,198,22,4592,496,187
THPC,7/13/2020,State,158,399,557,21,15,,,89,,926,1525,3007,6070,252,22,4532,485,189
THPC,8/11/2020,State,159,412,571,23,57,,,82,,926,1531,3309,6070,231,22,4840,455,225
THPC,7/20/2020,State,141,415,556,26,84,,,74,,926,1602,2735,6070,255,22,4337,459,206
THPC,8/1/2020,State,170,399,569,28,43,,,80,,926,1653,3156,6070,251,22,4809,493,188
THPC,8/4/2020,State,169,410,579,33,47,,,82,,926,1618,3228,6070,235,22,4846,480,199
THPC,6/2/2020,State,153,449,602,,,,,,,926,1427,3078,6070,187,23,4505,604,193
THPC,6/22/2020,State,145,441,586,7,174,,,79,,926,1149,3138,6070,197,23,4287,485,207
THPC,7/1/2020,State,151,419,570,10,100,,,49,,926,1370,3249,6070,197,23,4619,481,209
THPC,6/9/2020,State,147,447,594,10,201,,,73,,926,1224,3024,6070,188,23,4248,454,213
THPC,6/11/2020,State,126,449,575,10,212,,,73,,926,1329,2902,6070,178,23,4231,419,224
THPC,6/29/2020,State,151,417,568,12,91,,,55,,926,1581,2986,6070,206,23,4567,503,194
THPC,6/16/2020,State,148,442,590,12,170,,,72,,926,1069,3109,6070,199,23,4178,455,220
THPC,6/12/2020,State,132,436,568,13,153,,,73,,926,1273,2939,6070,192,23,4212,419,213
THPC,8/3/2020,State,186,407,593,14,49,,,74,,926,1676,3216,6070,226,23,4892,500,194
THPC,7/2/2020,State,142,422,564,15,128,,,56,,926,1531,3146,6070,196,23,4677,490,202
THPC,6/19/2020,State,142,435,577,15,154,,,75,,926,1262,2986,6070,216,23,4248,468,221
THPC,9/3/2020,State,141,410,551,18,15,159,1089,58,19,926,1659,3358,6070,187,23,5017,461,229
THPC,8/20/2020,State,141,429,570,21,22,,,71,,926,1692,3620,6070,250,23,5312,472,256
THPC,8/18/2020,State,152,420,572,21,29,,,78,,926,1669,3601,6070,248,23,5270,492,235
THPC,7/27/2020,State,194,384,578,21,57,,,83,,926,1738,3235,6070,240,23,4973,487,212
THPC,8/10/2020,State,162,413,575,22,30,,,93,,926,1614,3200,6070,260,23,4814,477,216
THPC,6/23/2020,State,146,439,585,22,232,,,61,,926,1257,3218,6070,198,23,4475,466,205
THPC,7/14/2020,State,114,452,566,31,19,,,94,,926,1381,3284,6070,283,23,4665,486,206
THPC,7/28/2020,State,144,446,590,32,22,,,82,,926,1485,3447,6070,279,23,4932,464,229
THPC,8/5/2020,State,199,394,593,32,61,,,87,,926,1529,3392,6070,242,23,4921,492,204
THPC,7/22/2020,State,159,422,581,35,56,,,91,,926,1625,3349,6070,264,23,4974,465,224
THPC,7/21/2020,State,158,423,581,37,65,,,89,,926,1722,3235,6070,286,23,4957,469,222
THPC,8/12/2020,State,153,427,580,40,38,,,80,,926,1486,3397,6070,233,23,4883,476,225
THPC,8/21/2020,State,142,417,559,51,14,,,67,,926,1737,3454,6070,261,23,5191,467,263
THPC,8/31/2020,State,155,407,562,23,35,6,132,62,17,926,1936,3315,6070,208,24,5251,503,245
THPC,8/29/2020,State,150,407,557,24,26,6,131,59,17,926,1780,3463,6070,212,24,5243,498,243
THPC,8/17/2020,State,139,361,500,26,21,,,85,,926,1685,2967,6070,245,24,4652,457,234
THPC,8/25/2020,State,130,436,566,26,27,,,70,,926,1636,3665,6070,255,24,5301,482,266
THPC,8/27/2020,State,144,422,566,27,29,1,149,65,18,926,1691,3602,6070,235,24,5293,512,236
THPC,8/28/2020,State,145,429,574,28,23,1,128,60,20,926,1677,3612,6070,232,24,5289,484,260
THPC,8/19/2020,State,122,463,585,29,27,,,72,,926,1667,3688,6070,260,24,5355,492,246
THPC,9/4/2020,State,127,414,541,19,22,148,1119,58,17,926,1677,3331,6070,189,26,5008,447,242
THPC,9/5/2020,State,126,408,534,23,21,169,1050,60,18,926,1758,3198,6070,198,26,4956,461,256
THPC,9/8/2020,State,124,421,545,14,11,183,1194,65,23,926,1795,3235,6070,174,27,5030,487,232
THPC,9/13/2020,State,124,410,534,15,7,153,1117,62,29,926,1737,3211,6070,175,27,4948,476,243
THPC,11/5/2020,State,96,451,547,50,19,194,1638,96,51,926,1597,3489,6070,312,27,5086,506,224
THPC,6/22/2021,State,99,410,509,10,6,210,2273,22,15,926,1282,3529,6070,97,28,4811,619,182
THPC,6/17/2021,State,99,410,509,10,7,196,2061,25,15,926,1360,3477,6070,98,28,4837,610,191
THPC,9/14/2020,State,121,410,531,10,8,155,1118,65,27,926,1725,3307,6070,179,28,5032,454,274
THPC,6/6/2021,State,100,399,499,11,5,164,1864,41,17,926,1488,3273,6070,125,28,4761,615,186
THPC,6/18/2021,State,98,408,506,11,5,167,2014,25,18,926,1366,3459,6070,99,28,4825,592,209
THPC,6/13/2021,State,128,376,504,12,6,175,1800,25,18,926,1546,3233,6070,106,28,4779,631,170
THPC,6/9/2021,State,87,420,507,13,11,169,2090,38,19,926,1231,3606,6070,123,28,4837,609,192
THPC,5/23/2021,State,86,427,513,13,7,202,1935,48,25,926,1497,3289,6070,159,28,4786,605,196
THPC,6/16/2021,State,106,405,511,14,5,185,2042,25,16,926,1395,3438,6070,109,28,4833,625,176
THPC,6/7/2021,State,94,405,499,14,8,220,2014,42,19,926,1387,3409,6070,131,28,4796,619,182
THPC,6/24/2021,State,109,405,514,15,11,182,1995,24,16,926,1274,3563,6070,93,28,4837,619,182
THPC,6/20/2021,State,124,384,508,15,2,162,1859,20,19,926,1516,3255,6070,94,28,4771,598,203
THPC,6/19/2021,State,99,408,507,15,5,170,1989,22,20,926,1470,3328,6070,96,28,4798,607,194
THPC,5/29/2021,State,109,405,514,15,6,167,2004,37,21,926,1519,3264,6070,130,28,4783,618,183
THPC,9/17/2020,State,122,428,550,15,28,160,1217,62,29,926,1594,3604,6070,181,28,5198,474,267
THPC,6/23/2021,State,99,414,513,16,3,157,2004,22,15,926,1268,3562,6070,103,28,4830,614,187
THPC,6/5/2021,State,87,415,502,17,8,186,2020,37,17,926,1442,3365,6070,127,28,4807,607,194
THPC,5/10/2021,State,114,395,509,17,7,179,1724,53,31,926,1412,3421,6070,214,28,4833,603,207
THPC,6/8/2021,State,84,420,504,19,6,213,2150,38,20,926,1243,3588,6070,128,28,4831,606,195
THPC,5/30/2021,State,121,396,517,20,8,193,1859,37,21,926,1584,3177,6070,136,28,4761,620,181
THPC,6/4/2021,State,91,410,501,21,6,171,2038,41,17,926,1363,3460,6070,139,28,4823,613,188
THPC,3/21/2021,State,130,402,532,22,10,147,1561,54,17,926,1490,3438,6070,223,28,4928,614,196
THPC,5/8/2021,State,103,403,506,23,8,193,1910,57,34,926,1361,3447,6070,203,28,4808,607,206
THPC,5/13/2021,State,84,435,519,23,8,239,1902,59,37,926,1245,3621,6070,213,28,4866,594,217
THPC,4/4/2021,State,139,376,515,24,5,179,1660,50,18,926,1685,3168,6070,179,28,4853,635,175
THPC,5/1/2021,State,103,391,494,24,8,208,1891,49,22,926,1405,3435,6070,216,28,4840,608,202
THPC,4/30/2021,State,82,412,494,24,10,241,2057,53,27,926,1277,3586,6070,233,28,4863,596,214
THPC,3/8/2021,State,140,410,550,24,13,161,1602,71,37,926,1582,3402,6070,243,28,4984,598,212
THPC,3/29/2021,State,116,400,516,25,12,185,1627,44,19,926,1501,3409,6070,184,28,4910,630,180
THPC,4/10/2021,State,115,397,512,25,10,228,1885,56,31,926,1459,3357,6070,189,28,4816,614,196
THPC,3/17/2021,State,99,441,540,25,10,185,1784,62,31,926,1369,3618,6070,221,28,4987,605,205
THPC,5/21/2021,State,96,422,518,25,6,218,1989,53,34,926,1390,3475,6070,184,28,4865,585,216
THPC,4/3/2021,State,142,381,523,26,6,170,1660,45,18,926,1705,3181,6070,176,28,4886,636,174
THPC,5/28/2021,State,100,413,513,26,8,199,2022,39,19,926,1407,3408,6070,145,28,4815,625,176
THPC,4/26/2021,State,83,424,507,26,7,238,1865,56,24,926,1351,3488,6070,220,28,4839,598,212
THPC,4/9/2021,State,115,400,515,26,7,184,1905,57,35,926,1320,3548,6070,205,28,4868,592,218
THPC,4/2/2021,State,126,399,525,27,9,169,1748,43,20,926,1561,3359,6070,174,28,4920,631,179
THPC,4/24/2021,State,111,400,511,27,6,197,1900,50,21,926,1400,3446,6070,209,28,4846,605,205
THPC,5/2/2021,State,95,402,497,27,0,180,1937,58,24,926,1428,3413,6070,219,28,4841,624,186
THPC,5/25/2021,State,88,427,515,28,7,247,2234,38,21,926,1344,3524,6070,158,28,4868,601,200
THPC,6/2/2021,State,120,400,520,28,15,191,2121,35,21,926,1393,3455,6070,134,28,4848,626,175
THPC,5/20/2021,State,104,414,518,29,11,208,1965,52,36,926,1349,3521,6070,187,28,4870,579,222
THPC,4/1/2021,State,122,402,524,30,6,179,1741,45,18,926,1446,3512,6070,188,28,4958,634,176
THPC,4/23/2021,State,85,423,508,30,7,211,1816,53,23,926,1262,3606,6070,214,28,4868,610,200
THPC,4/29/2021,State,77,426,503,30,7,214,2045,61,25,926,1169,3737,6070,250,28,4906,617,193
THPC,4/13/2021,State,90,422,512,30,15,233,2186,52,29,926,1329,3536,6070,223,28,4865,605,205
THPC,3/16/2021,State,96,440,536,30,11,172,1889,65,31,926,1331,3653,6070,244,28,4984,611,199
THPC,5/14/2021,State,91,428,519,30,8,223,1934,57,36,926,1338,3526,6070,202,28,4864,603,208
THPC,3/30/2021,State,95,429,524,31,11,189,1899,49,19,926,1412,3532,6070,182,28,4944,630,180
THPC,3/19/2021,State,104,433,537,31,8,158,1694,57,21,926,1412,3560,6070,222,28,4972,611,199
THPC,4/16/2021,State,91,410,501,31,9,211,2006,50,24,926,1329,3523,6070,223,28,4852,605,205
THPC,4/12/2021,State,84,428,512,31,2,228,1987,59,29,926,1413,3440,6070,214,28,4853,613,197
THPC,3/14/2021,State,118,417,535,31,8,180,1617,67,34,926,1618,3339,6070,240,28,4957,613,197
THPC,3/27/2021,State,129,399,528,32,6,167,1873,50,17,926,1576,3345,6070,189,28,4921,640,170
THPC,3/31/2021,State,108,414,522,32,8,196,1903,40,18,926,1344,3610,6070,185,28,4954,640,170
